,0,1,2,3,4
0,-1.6093592868297535,-0.5727116973121076,-1.3236521106201344,0.2365680980037614,0.7544162801828083
1,0.6397687396436408,1.6729284032187772,0.3879742199567387,-0.4873508005336169,-1.1025592895664509
2,-0.5023605725386019,-1.447641516043349,-0.1737226942658531,0.10708309865050142,0.29192432021185005
3,1.6234363813453498,-0.5159798828405713,-1.024796160907917,-0.28921063921488016,0.22889744275963317
4,-0.35569373859662723,0.23467916218167031,-0.06741568813233319,0.5747701278420814,-0.4969735275870711
5,1.1422314031753844,0.6251637235109743,-1.3947998261070684,-0.18360744879736648,-0.4075568749333987
6,-1.6408713844854554,-0.5986824995433745,0.09013050487002341,-2.1867385934648755,-0.27877198733874414
7,0.18384827674789378,0.12354225153529705,-0.6209731816356566,1.0194606967367037,-0.09173385926342881
8,-0.7432286979705224,-0.7422734435706337,-1.806093478604067,1.5535476490722147,-0.2183523509188008
9,-1.591088383107918,-1.7383254288051302,0.45602270702778364,-0.6509739697984183,-0.08598213489260245
